Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW60,OUT018,2633.828125
FDE21,OUT013,1952.45703125
NCM42,OUT035,1869.453125
FDY59,OUT010,-388.796875
DRI49,OUT049,1351.13671875
FDT28,OUT019,488.03125
FDQ22,OUT018,388.390625
FDR60,OUT049,1338.44921875
FDC50,OUT019,-403.234375
FDV24,OUT013,2495.09765625
DRF48,OUT010,1039.625
FDQ47,OUT046,662.26171875
DRN36,OUT049,1634.4921875
NCY06,OUT035,2136.2421875
FDE52,OUT035,1585.58984375
NCB54,OUT045,1972.3828125
NCF31,OUT035,2529.49609375
FDJ08,OUT027,4531.359375
NCC07,OUT017,1766.1328125
NCD19,OUT027,2378.734375
FDL46,OUT049,1981.73828125
FDM20,OUT045,3871.60546875
NCI06,OUT010,889.9609375
DRM11,OUT035,4300.11328125
NCH07,OUT018,2196.6328125
FDS23,OUT013,2149.06640625
FDO49,OUT018,686.28515625
FDS35,OUT049,1191.48828125
DRK39,OUT045,1355.3828125
DRI39,OUT049,1101.09765625
FDV04,OUT017,2633.02734375
NCN14,OUT035,2984.12109375
FDH08,OUT013,3758.41796875
FDS20,OUT046,2944.9296875
FDV40,OUT049,1316.63671875
FDZ48,OUT010,-168.81640625
FDS24,OUT027,2951.640625
FDK44,OUT049,2863.6953125
FDS48,OUT045,2362.6328125
FDK26,OUT010,1096.24609375
FDD23,OUT045,2989.37890625
NCH54,OUT017,2631.2734375
NCP14,OUT010,-274.57421875
FDM60,OUT010,-1221.859375
FDV24,OUT017,2543.203125
FDH08,OUT018,3396.18359375
FDS12,OUT027,3540.1015625
FDR39,OUT027,4392.66015625
FDP12,OUT027,2188.640625
DRF60,OUT027,5227.69140625
FDC09,OUT035,1836.33203125
FDF50,OUT018,2895.3203125
FDG28,OUT035,4019.53125
NCE19,OUT017,981.45703125
NCM53,OUT010,-232.0390625
NCN18,OUT049,1832.640625
FDF32,OUT035,3295.58203125
FDF11,OUT013,3899.4609375
DRI59,OUT049,3741.421875
NCG54,OUT035,2779.41796875
FDM44,OUT046,1665.79296875
FDT57,OUT018,3465.9296875
FDV24,OUT046,2435.78515625
FDI50,OUT019,1760.65625
FDS09,OUT035,1005.86328125
NCC31,OUT027,3953.54296875
FDQ07,OUT019,1598.1484375
FDC22,OUT017,3170.609375
FDZ56,OUT046,2719.0
FDZ40,OUT019,-1014.62890625
FDS46,OUT027,3423.63671875
DRD24,OUT045,2163.42578125
FDV45,OUT017,3101.2734375
FDL26,OUT045,2420.9921875
FDA56,OUT018,1743.046875
FDN27,OUT046,1922.25
FDM20,OUT049,4008.125
FDO16,OUT017,1473.00390625
FDL03,OUT035,3295.0546875
FDE58,OUT046,1863.35546875
FDI02,OUT027,3332.48046875
NCC55,OUT019,-1291.91796875
FDR03,OUT018,3068.59375
FDB14,OUT017,1616.68359375
FDR45,OUT013,3873.88671875
NCN07,OUT017,2165.77734375
FDM51,OUT019,-180.6875
FDT52,OUT027,5414.43359375
FDL26,OUT046,2456.99609375
NCZ42,OUT046,3762.22265625
DRI47,OUT019,480.3671875
FDW40,OUT013,2309.00390625
FDN34,OUT046,2717.921875
FDS01,OUT035,2989.53515625
NCG55,OUT045,1764.27734375
FDC11,OUT035,1507.34765625
FDX35,OUT018,3383.16015625
NCB06,OUT046,2522.19921875
FDR09,OUT019,2171.8515625
FDC53,OUT017,1686.890625
FDY45,OUT013,4080.97265625
FDA22,OUT010,751.6796875
FDE02,OUT035,1666.30859375
FDW21,OUT045,1629.296875
FDV34,OUT046,1247.9453125
FDS59,OUT049,1910.90234375
NCW17,OUT017,2138.1171875
NCK54,OUT046,1852.46875
FDG17,OUT019,1996.390625
FDG35,OUT017,2893.56640625
FDD08,OUT010,-1262.81640625
NCO07,OUT017,3464.76171875
FDJ10,OUT010,351.9609375
FDW36,OUT017,1805.4375
FDW21,OUT010,-253.74609375
FDY19,OUT017,2010.5390625
DRE03,OUT013,886.640625
NCC55,OUT049,706.4609375
FDH52,OUT010,-866.515625
FDO09,OUT017,4297.13671875
FDU43,OUT045,3768.63671875
FDX09,OUT010,842.15234375
FDH40,OUT019,-546.1640625
FDW58,OUT017,1779.4921875
FDC47,OUT017,3677.03125
NCR41,OUT035,1634.484375
DRG49,OUT035,3977.078125
FDC52,OUT027,3949.79296875
FDY13,OUT046,1239.859375
FDY35,OUT013,849.65234375
FDI35,OUT017,3007.01953125
NCU18,OUT049,2309.74609375
FDY33,OUT018,2262.15625
FDC15,OUT027,3932.359375
FDU01,OUT049,3099.50390625
NCU42,OUT046,2680.58984375
NCV29,OUT018,2547.6171875
NCY30,OUT017,2963.67578125
FDQ46,OUT049,1897.27734375
FDG58,OUT027,3982.6953125
FDK33,OUT017,3484.734375
NCD07,OUT045,1769.3203125
NCX29,OUT027,3793.33203125
NCT42,OUT013,2405.28125
DRN59,OUT035,948.81640625
FDI44,OUT035,1413.38671875
FDA45,OUT049,2879.84765625
FDP31,OUT045,1023.81640625
FDY01,OUT046,1868.53515625
FDT09,OUT018,1884.53125
DRH03,OUT027,3089.16796875
FDA36,OUT018,2742.22265625
NCF31,OUT017,2523.87109375
FDG14,OUT049,2568.62890625
FDG28,OUT027,5425.43359375
FDU14,OUT049,4013.3828125
FDY47,OUT019,257.12109375
FDI56,OUT049,1583.75390625
DRD01,OUT013,787.0078125
FDM22,OUT046,936.796875
FDH33,OUT013,737.765625
DRZ24,OUT013,1925.3359375
NCQ38,OUT046,1684.82421875
FDO16,OUT027,2890.78515625
FDU07,OUT027,3913.27734375
NCB07,OUT013,3076.62890625
FDU48,OUT045,2058.265625
NCM43,OUT045,2563.36328125
FDR31,OUT010,433.234375
DRK49,OUT018,390.82421875
NCI30,OUT010,1867.3203125
DRD60,OUT017,2955.78125
NCG19,OUT046,3644.15625
FDH12,OUT035,1832.88671875
FDM32,OUT035,1621.5859375
FDM27,OUT035,2655.97265625
NCU53,OUT027,4154.00390625
NCQ18,OUT046,1529.54296875
FDS10,OUT013,2885.46875
FDB33,OUT027,4037.3125
FDI12,OUT013,1491.0078125
NCW42,OUT013,3504.13671875
NCC06,OUT018,1736.4609375
FDW02,OUT017,2145.89453125
NCD43,OUT017,1768.0546875
FDM57,OUT018,1096.4765625
FDA58,OUT017,3850.5625
FDK56,OUT046,2952.17578125
FDP52,OUT045,3605.41796875
FDW20,OUT018,1723.33984375
FDS52,OUT049,1731.47265625
NCT29,OUT018,1630.44921875
NCL54,OUT013,2814.09765625
FDC05,OUT045,3097.6953125
FDF34,OUT035,3298.84765625
FDP03,OUT027,3589.24609375
FDD32,OUT010,-548.94140625
FDZ10,OUT045,1969.57421875
FDZ40,OUT035,1025.94921875
FDD51,OUT018,408.9765625
NCY30,OUT019,892.796875
FDP58,OUT017,3538.171875
FDV49,OUT017,4315.83203125
FDY24,OUT019,-998.9609375
NCO55,OUT017,1805.83984375
FDR13,OUT017,2040.04296875
FDS51,OUT017,1173.46484375
FDP26,OUT045,1580.07421875
NCB54,OUT027,3572.61328125
FDF32,OUT017,3246.22265625
FDN31,OUT018,2750.66015625
DRM48,OUT017,669.03515625
FDN20,OUT049,2802.4609375
DRL01,OUT046,3471.7890625
FDV56,OUT049,1881.16015625
DRH13,OUT027,3230.23828125
FDA03,OUT017,2416.7890625
FDF47,OUT027,5030.61328125
FDX32,OUT046,2374.6171875
FDX57,OUT049,1673.88671875
NCA30,OUT045,2890.8125
FDO49,OUT013,1015.72265625
FDL04,OUT019,-261.125
DRM48,OUT035,705.90234375
FDR16,OUT013,3443.43359375
NCC19,OUT018,2750.44140625
NCE42,OUT045,3622.22265625
FDY24,OUT017,1059.41796875
FDH19,OUT049,2918.859375
FDJ46,OUT013,2815.0
FDN45,OUT010,1575.30859375
FDY08,OUT035,2387.78515625
FDZ37,OUT035,1597.390625
NCT30,OUT045,692.97265625
DRY23,OUT018,226.10546875
NCZ30,OUT018,1660.34375
FDC44,OUT018,1526.3671875
FDB45,OUT035,1822.203125
FDY04,OUT013,2664.5859375
FDM27,OUT046,2575.7265625
FDZ43,OUT017,3985.15625
FDT39,OUT019,595.125
NCC06,OUT019,69.67578125
FDL15,OUT027,3984.875
FDL57,OUT017,4198.2734375
FDU08,OUT046,1631.6015625
FDK40,OUT017,4298.328125
FDQ12,OUT010,1708.734375
FDS48,OUT017,2538.84765625
FDP09,OUT045,3289.2421875
FDW21,OUT049,1756.44140625
FDY25,OUT035,3027.4296875
DRE13,OUT017,1488.68359375
FDV43,OUT019,-1186.4140625
FDD22,OUT045,1728.4765625
FDM46,OUT019,-437.01953125
NCO30,OUT010,949.09375
FDM25,OUT046,2900.01171875
NCN41,OUT049,2041.5703125
FDU24,OUT045,1489.23828125
FDZ50,OUT046,2909.7109375
FDP45,OUT013,4057.09375
NCM54,OUT045,1910.47265625
FDW10,OUT019,845.2109375
FDP20,OUT017,2163.859375
FDK32,OUT046,2458.2109375
FDN52,OUT049,1526.40625
FDM58,OUT045,1736.5390625
FDZ46,OUT027,3295.16796875
NCA18,OUT018,1571.85546875
FDD35,OUT046,1974.39453125
NCK31,OUT035,947.4453125
FDI40,OUT027,3131.6796875
FDT50,OUT019,-340.37109375
NCT06,OUT046,2579.10546875
FDT31,OUT035,3127.70703125
FDT45,OUT049,965.01171875
FDT13,OUT045,2934.59375
FDO50,OUT045,1411.28125
NCU18,OUT010,258.94921875
NCR54,OUT049,3134.859375
NCO18,OUT018,2527.3828125
FDU09,OUT045,909.37109375
FDT13,OUT018,2723.90625
FDE09,OUT046,1847.27734375
NCK53,OUT019,-289.40234375
FDG45,OUT049,3490.91015625
DRH15,OUT035,930.84765625
FDO21,OUT019,1682.01171875
FDD14,OUT027,4390.80078125
FDC09,OUT046,1712.35546875
FDH45,OUT027,2266.09765625
FDV32,OUT046,1093.546875
FDG12,OUT035,2116.9140625
FDS32,OUT013,2339.79296875
NCL55,OUT018,3683.23828125
DRE01,OUT035,3924.23828125
DRE15,OUT049,1417.39453125
NCL42,OUT045,3799.9375
FDP31,OUT013,1106.640625
FDN33,OUT018,1263.72265625
FDZ59,OUT046,2676.29296875
FDE45,OUT010,919.1015625
FDJ07,OUT013,2018.48828125
FDQ45,OUT018,2706.015625
FDM33,OUT027,4959.18359375
FDO15,OUT010,-635.3203125
FDM46,OUT013,1523.27734375
FDR03,OUT045,3283.97265625
FDY49,OUT018,2421.76953125
FDQ60,OUT045,1899.0625
FDW10,OUT049,2867.01171875
FDO51,OUT049,936.26953125
FDJ40,OUT018,1497.77734375
FDS20,OUT018,2656.06640625
FDU45,OUT013,1884.203125
FDV02,OUT035,2776.48828125
FDN09,OUT046,3834.82421875
NCM55,OUT027,4448.109375
FDN23,OUT018,2107.046875
FDY31,OUT010,416.14453125
FDW03,OUT010,-130.3671875
FDD14,OUT046,2873.41796875
FDV23,OUT017,2139.83203125
DRI03,OUT045,2820.77734375
FDN13,OUT035,1783.6875
FDF45,OUT027,2544.15625
FDU46,OUT035,1589.328125
FDB57,OUT049,3666.7265625
FDV12,OUT049,1741.1484375
FDQ58,OUT013,2485.03125
NCA18,OUT017,1935.33984375
FDH52,OUT049,1138.98828125
FDM24,OUT018,2180.45703125
NCP43,OUT027,4366.9375
NCO18,OUT019,862.15625
FDM32,OUT017,1595.65234375
NCL07,OUT017,740.9140625
FDK03,OUT013,4048.5234375
FDP59,OUT017,1793.8046875
FDQ24,OUT049,4068.15625
FDQ16,OUT018,1464.3046875
FDU44,OUT013,2665.8984375
FDH28,OUT010,-1294.08203125
FDV28,OUT019,-1326.05078125
FDM22,OUT045,861.75
FDR56,OUT046,3148.140625
FDV39,OUT049,3281.125
FDU37,OUT019,-565.3359375
FDQ11,OUT010,2187.52734375
FDX02,OUT045,3441.32421875
NCS42,OUT018,1188.4296875
FDY57,OUT027,3027.484375
FDB21,OUT049,3933.5234375
FDE28,OUT017,3752.0390625
FDQ55,OUT017,1991.984375
FDA48,OUT049,3629.71484375
FDZ19,OUT045,2743.68359375
NCC43,OUT045,3896.73828125
NCV18,OUT046,1291.8515625
NCA42,OUT018,2242.4140625
FDY45,OUT046,4048.20703125
NCC30,OUT045,2743.890625
FDM57,OUT013,1460.26953125
FDL09,OUT010,697.76171875
FDB09,OUT027,3518.0546875
FDT44,OUT035,2033.125
NCT06,OUT027,4076.1796875
FDX26,OUT049,2951.92578125
FDK32,OUT013,2539.390625
DRA12,OUT046,2261.87109375
FDO46,OUT010,1089.08984375
FDE52,OUT013,1466.26171875
NCH42,OUT045,3567.76953125
FDV08,OUT035,877.94921875
FDB47,OUT018,3067.62109375
FDC28,OUT010,-164.00390625
FDD22,OUT046,1819.140625
FDS07,OUT027,3369.6953125
DRI13,OUT045,3355.80859375
FDG32,OUT018,3226.515625
FDU14,OUT017,4024.97265625
FDD28,OUT019,-946.84375
NCP41,OUT017,1856.03515625
FDS08,OUT049,2920.859375
FDX47,OUT045,2535.1875
FDC53,OUT019,-277.77734375
FDQ19,OUT035,4022.5546875
FDL14,OUT045,2475.57421875
FDM33,OUT019,1572.05078125
FDA51,OUT045,1741.20703125
FDZ27,OUT018,524.55078125
FDT04,OUT046,660.37890625
DRC13,OUT049,1918.90234375
FDR16,OUT027,4935.859375
FDQ03,OUT027,5303.9296875
FDE38,OUT035,2829.62890625
DRH23,OUT027,2468.19140625
FDT11,OUT019,1156.40234375
FDD09,OUT035,3013.3515625
FDR40,OUT045,1318.5078125
FDX07,OUT017,3071.51953125
FDR07,OUT035,1683.80078125
FDA51,OUT017,1922.10546875
FDT59,OUT019,1773.16796875
FDF20,OUT017,3233.046875
FDR13,OUT045,1846.6484375
FDY26,OUT049,3415.0
FDW04,OUT017,2218.14453125
FDK52,OUT017,3669.12109375
FDN60,OUT049,2603.1015625
FDM09,OUT019,828.8125
FDP46,OUT049,1503.9375
FDB50,OUT019,-640.44921875
NCQ29,OUT049,4160.83984375
FDP16,OUT027,5369.84765625
FDX33,OUT018,2313.796875
FDP07,OUT010,1158.76953125
FDN22,OUT046,3965.37890625
FDF39,OUT049,4236.73828125
FDS21,OUT017,1125.88671875
NCM42,OUT013,1761.0625
FDK50,OUT019,726.1796875
DRF13,OUT027,3831.79296875
FDH35,OUT018,2329.1171875
FDP60,OUT018,1337.64453125
DRJ49,OUT027,3588.3046875
NCT42,OUT019,441.8515625
FDE38,OUT049,2799.91796875
FDI04,OUT049,3263.7890625
NCH54,OUT045,2409.765625
FDT56,OUT049,1094.21875
DRD15,OUT018,3466.48828125
FDV58,OUT013,3085.3046875
FDP21,OUT049,3119.76171875
FDH05,OUT013,3745.5546875
FDR10,OUT027,4077.55859375
NCP06,OUT045,2270.796875
FDF33,OUT049,2075.26953125
DRK37,OUT013,3037.3125
DRH49,OUT045,1269.96484375
FDT58,OUT013,2714.77734375
FDD41,OUT018,1435.2890625
FDP40,OUT018,1548.82421875
FDM51,OUT027,3228.30859375
FDO45,OUT010,-512.18359375
FDW33,OUT010,-237.59765625
FDY24,OUT045,881.64453125
FDB10,OUT010,1816.25
FDM40,OUT035,2355.4609375
NCI06,OUT017,2947.6640625
FDW12,OUT019,447.140625
FDX48,OUT027,4017.5078125
NCW05,OUT027,3168.44921875
FDX27,OUT017,1602.484375
DRM37,OUT045,3039.02734375
FDA38,OUT045,3757.4609375
FDR36,OUT046,723.7109375
FDZ45,OUT046,3145.07421875
FDG05,OUT017,2651.87109375
FDK28,OUT013,4146.15625
FDV47,OUT045,1350.265625
FDN21,OUT045,2474.59765625
FDP20,OUT027,3551.96875
FDI35,OUT045,2841.73828125
DRY23,OUT013,574.28125
FDA56,OUT017,2120.578125
FDB09,OUT013,2038.12109375
NCO26,OUT027,3357.43359375
FDQ49,OUT018,2337.328125
FDI52,OUT027,3431.89453125
FDZ44,OUT027,3430.5
FDZ09,OUT018,2312.4453125
FDY03,OUT049,1967.00390625
NCG42,OUT017,2134.6171875
DRI13,OUT027,4937.30078125
FDQ32,OUT013,2107.93359375
FDW16,OUT035,1610.953125
FDU27,OUT046,809.34375
FDR28,OUT010,677.69140625
FDQ49,OUT010,693.08984375
FDS37,OUT046,1900.203125
FDW26,OUT018,3200.87109375
FDX12,OUT018,3586.1875
NCP06,OUT013,2400.47265625
FDW45,OUT010,362.69921875
NCN30,OUT049,1586.4921875
FDN24,OUT049,975.06640625
NCL41,OUT027,2060.1953125
FDR02,OUT019,-186.921875
FDD09,OUT010,962.5234375
FDS33,OUT010,-518.8984375
FDU22,OUT045,1846.546875
FDI53,OUT013,2648.23046875
DRH01,OUT049,2838.85546875
FDX32,OUT013,2369.90234375
NCP30,OUT018,344.46484375
FDB60,OUT045,3087.3828125
FDB14,OUT049,1619.15234375
NCP02,OUT035,1059.52734375
FDJ10,OUT017,2373.73046875
FDG34,OUT046,1814.65625
NCB18,OUT017,1475.7421875
FDM16,OUT049,1348.70703125
FDW25,OUT018,1128.41796875
FDB35,OUT010,-430.59765625
DRN11,OUT013,2386.09765625
FDF41,OUT019,1983.16015625
FDH16,OUT045,1367.42578125
NCQ50,OUT018,3046.23828125
DRH23,OUT018,688.49609375
DRJ37,OUT013,2449.75390625
DRJ24,OUT027,4396.95703125
FDY16,OUT035,3037.07421875
FDQ27,OUT045,1730.515625
FDZ33,OUT045,2300.97265625
FDF29,OUT045,2070.62890625
FDA08,OUT049,2753.8984375
FDG31,OUT046,1116.8671875
FDE34,OUT019,992.38671875
NCR30,OUT027,2642.62890625
FDV33,OUT035,4252.37109375
DRZ24,OUT018,1627.13671875
NCL54,OUT035,2839.71875
FDR12,OUT049,2904.9453125
NCC54,OUT046,3788.68359375
DRN59,OUT013,874.78515625
FDX50,OUT019,-199.16015625
FDV31,OUT027,4358.640625
NCA29,OUT027,4229.2578125
FDW60,OUT049,2990.40625
FDX08,OUT017,3038.90625
DRD49,OUT013,3743.17578125
FDD33,OUT046,3670.12109375
FDW35,OUT013,809.8203125
FDJ36,OUT017,1789.734375
FDV51,OUT035,2813.0
FDW36,OUT046,1737.05859375
FDH35,OUT046,2625.7890625
NCS30,OUT027,3568.37890625
FDN49,OUT017,854.82421875
FDL08,OUT018,3648.3515625
FDI09,OUT013,4085.79296875
FDP19,OUT018,1787.68359375
FDU21,OUT010,-1354.484375
NCP41,OUT045,1661.08203125
FDY10,OUT013,1846.67578125
FDP12,OUT018,404.2578125
NCN26,OUT049,1933.3671875
FDK44,OUT013,2819.375
FDC28,OUT049,1855.55078125
FDJ41,OUT027,5683.67578125
NCT29,OUT035,2088.5859375
NCH42,OUT019,1685.6015625
FDU60,OUT018,2415.7890625
FDS02,OUT045,2984.80859375
FDC51,OUT046,1989.19140625
FDU03,OUT013,3000.4375
FDX39,OUT045,3369.91796875
NCY05,OUT010,-1336.83203125
NCL06,OUT027,5566.98046875
FDD32,OUT035,1470.65234375
NCN41,OUT045,1884.7578125
NCX53,OUT049,2336.71875
FDU57,OUT019,506.98046875
FDQ23,OUT046,1731.21484375
FDQ52,OUT045,3843.13671875
FDC14,OUT045,664.04296875
FDY09,OUT035,2934.87890625
FDQ28,OUT045,2452.6171875
FDV25,OUT046,3538.5859375
FDJ07,OUT035,2058.1640625
DRB25,OUT049,1771.359375
FDK52,OUT019,1626.3671875
FDY52,OUT027,2564.6484375
FDB28,OUT046,3111.58984375
FDT36,OUT035,742.78515625
FDV25,OUT017,3661.6171875
NCN07,OUT027,3571.0546875
FDC57,OUT017,3211.1875
FDQ03,OUT018,3530.48046875
FDU23,OUT017,2808.73828125
NCX41,OUT035,3477.390625
NCD06,OUT035,851.59375
FDW08,OUT045,1659.5390625
NCU29,OUT017,2430.6796875
NCE06,OUT013,2581.625
FDV52,OUT010,-71.8046875
FDB02,OUT017,2978.3984375
NCR18,OUT045,625.59765625
FDK16,OUT049,1604.421875
NCQ29,OUT010,2117.85546875
FDZ01,OUT019,-176.1484375
FDW27,OUT035,2689.59765625
FDD17,OUT018,3501.3515625
FDW39,OUT013,2953.79296875
DRH59,OUT045,1193.8984375
FDS52,OUT013,1705.890625
FDU40,OUT027,4581.0078125
NCF54,OUT013,2761.83984375
FDH46,OUT045,1645.8125
NCP14,OUT049,1721.5625
FDH50,OUT049,3052.46484375
DRF15,OUT010,553.52734375
FDV27,OUT027,3010.90234375
NCJ06,OUT049,1971.37109375
FDN02,OUT018,2983.5625
FDQ51,OUT049,941.09375
FDQ07,OUT017,3675.26171875
FDS45,OUT049,1844.90234375
NCJ06,OUT045,1831.734375
FDD36,OUT035,2034.1015625
FDY25,OUT045,2867.44921875
FDU52,OUT046,2473.84765625
DRK47,OUT017,3776.87890625
NCL30,OUT017,2112.890625
FDN22,OUT035,4100.2890625
NCF30,OUT027,3454.18359375
FDK03,OUT035,4169.4140625
FDT45,OUT017,1006.26953125
NCC54,OUT027,5257.64453125
FDP08,OUT018,2843.8125
FDU44,OUT046,2656.55859375
DRG39,OUT035,1059.65625
FDU32,OUT049,2093.921875
FDY27,OUT049,2925.34375
NCP54,OUT013,1984.1171875
NCZ41,OUT049,2089.12109375
DRL49,OUT013,2311.28515625
FDI05,OUT018,981.75390625
FDY56,OUT045,3571.9453125
DRC13,OUT013,1876.14453125
NCV29,OUT017,2959.515625
FDR24,OUT049,1573.73828125
FDZ34,OUT018,2784.2421875
FDP37,OUT035,2215.9609375
FDX08,OUT027,4414.51953125
FDS57,OUT045,2176.421875
NCG18,OUT049,1710.140625
FDK25,OUT018,2518.54296875
FDH53,OUT049,1425.46484375
DRI59,OUT018,3334.8671875
FDA52,OUT046,2809.11328125
FDT20,OUT010,-1262.3203125
FDE36,OUT019,750.3828125
FDI24,OUT017,2904.85546875
FDB28,OUT018,2857.0859375
FDV11,OUT017,2982.76171875
FDP01,OUT046,2568.65234375
FDD34,OUT027,4103.5390625
FDJ50,OUT027,2405.3203125
FDZ44,OUT013,1992.734375
DRO59,OUT035,1425.42578125
DRB48,OUT045,406.67578125
FDR21,OUT018,2488.0546875
NCE42,OUT010,1725.12109375
FDO23,OUT046,1500.03125
NCE30,OUT018,3030.8359375
FDQ22,OUT035,759.05859375
FDY01,OUT045,1812.23046875
FDS08,OUT017,2974.609375
FDG28,OUT018,3662.9140625
FDQ51,OUT018,603.2578125
FDB05,OUT017,4056.125
FDO56,OUT049,2031.765625
FDE02,OUT018,1214.42578125
FDN45,OUT017,3604.890625
FDS09,OUT013,897.47265625
NCA54,OUT018,2565.08203125
FDP09,OUT010,1414.0078125
FDC53,OUT045,1554.40625
NCM55,OUT017,3047.515625
FDL09,OUT018,2402.90625
FDA11,OUT019,-370.1640625
FDA50,OUT045,1414.3671875
FDC23,OUT017,2959.5390625
FDE22,OUT049,2640.87109375
FDD23,OUT046,3022.2578125
NCA29,OUT049,2818.63671875
FDK38,OUT046,2379.40625
DRC13,OUT046,1774.6640625
NCP43,OUT049,2926.640625
FDX28,OUT049,1694.375
FDF08,OUT049,1597.68359375
FDZ33,OUT046,2374.45703125
FDD10,OUT049,2948.2578125
FDO58,OUT017,2678.55859375
FDI50,OUT017,3815.90625
FDO58,OUT045,2564.81640625
FDX08,OUT013,2961.13671875
NCK17,OUT010,-1260.23828125
FDF39,OUT035,4271.140625
FDU45,OUT010,-117.58203125
NCJ18,OUT018,1538.328125
DRC27,OUT019,2038.078125
DRC25,OUT035,1497.2734375
FDU59,OUT035,2722.21875
FDU28,OUT035,3129.77734375
NCP30,OUT046,639.578125
FDB39,OUT018,609.76171875
FDE41,OUT013,1482.62109375
DRH11,OUT010,-940.40625
FDA58,OUT045,3672.7890625
