Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT09,OUT018,2117.300626549373
DRH03,OUT027,2946.5218989967357
FDA36,OUT018,3065.3952664982917
NCF31,OUT017,2383.8130825336457
FDG14,OUT049,2372.4433001959796
FDG28,OUT027,5764.333675226559
FDU14,OUT049,3937.886931984278
FDY47,OUT019,291.9852358666262
FDI56,OUT049,1509.465227803464
DRD01,OUT013,967.3475396363164
FDM22,OUT046,928.9223546632023
FDH33,OUT013,709.5412172272487
DRZ24,OUT013,1986.052517982162
NCQ38,OUT046,1581.9979873444881
FDO16,OUT027,1899.3882646025277
FDU07,OUT027,3719.8377222329086
NCB07,OUT013,3061.8580577608955
FDU48,OUT045,2115.9870744341783
NCM43,OUT045,2645.97381639008
FDR31,OUT010,346.7814762730395
DRK49,OUT018,691.8097683074243
NCI30,OUT010,562.4648077552432
DRD60,OUT017,2982.997530458986
NCG19,OUT046,3746.258591221458
FDH12,OUT035,1583.723546965158
FDM32,OUT035,1536.5080267642106
FDM27,OUT035,2396.844299528432
NCU53,OUT027,4722.819600338959
NCQ18,OUT046,1573.5530504677345
FDS10,OUT013,2951.4573908749217
FDB33,OUT027,4225.758170730963
FDI12,OUT013,1474.6807569619486
NCW42,OUT013,3711.2361644918196
NCC06,OUT018,2110.4738135327484
FDW02,OUT017,2109.1602614175536
NCD43,OUT017,1583.723546965158
FDM57,OUT018,1452.5077946917286
FDA58,OUT017,3861.1740663233395
FDK56,OUT046,3063.4272668103426
FDP52,OUT045,3879.1010055704646
FDW20,OUT018,2108.0891255838897
FDS52,OUT049,1579.788397174206
NCT29,OUT018,2099.9846338519687
NCL54,OUT013,2891.1612934115587
FDC05,OUT045,3073.9778023811627
FDF34,OUT035,3071.5726382380694
FDP03,OUT027,3039.777250360726
FDD32,OUT010,193.18323452455635
FDZ10,OUT045,2109.1602614175536
FDZ40,OUT035,922.6838681199628
FDD51,OUT018,694.8866233055855
NCY30,OUT019,422.0700532234585
FDP58,OUT017,3609.327149092869
FDV49,OUT017,4145.267934194356
FDY24,OUT019,214.04558310836785
NCO55,OUT017,1586.0939860251838
FDR13,OUT017,1960.357897952666
FDS51,OUT017,1049.3429437207153
FDP26,OUT045,1583.723546965158
NCB54,OUT027,3047.6474362631534
FDF32,OUT017,3067.1504435870474
FDN31,OUT018,3066.2802524119165
DRM48,OUT017,641.7322734146694
FDN20,OUT049,2809.4351494787256
DRL01,OUT046,3738.636707038176
FDV56,OUT049,1584.368426404514
DRH13,OUT027,3003.195514969206
FDA03,OUT017,2357.9861772940835
FDF47,OUT027,5764.333675226559
FDX32,OUT046,2357.9861772940835
FDX57,OUT049,1561.8028608809236
NCA30,OUT045,3061.8580577608955
FDO49,OUT013,769.090781910885
FDL04,OUT019,249.46685847322632
DRM48,OUT035,641.7322734146694
FDR16,OUT013,3493.135269083012
NCC19,OUT018,3068.248252099866
NCE42,OUT045,3894.629281303028
FDY24,OUT017,944.1691551561713
FDH19,OUT049,2884.8825553814722
FDJ46,OUT013,2886.658570788672
FDN45,OUT010,562.4648077552432
FDY08,OUT035,2118.4686349953504
FDZ37,OUT035,1472.7334212037376
NCT30,OUT045,768.9673921176203
DRY23,OUT018,692.1962232542808
NCZ30,OUT018,2105.7136664591862
FDC44,OUT018,1931.110165550801
FDB45,OUT035,1583.723546965158
FDY04,OUT013,2614.3031118989184
FDM27,OUT046,2539.4994830064525
FDZ43,OUT017,3958.2920914720376
FDT39,OUT019,353.3298150872926
NCC06,OUT019,290.62066598244803
FDL15,OUT027,3830.0009988430666
FDL57,OUT017,4109.729167167785
FDU08,OUT046,1564.5208730310478
FDK40,OUT017,4151.511680471466
FDQ12,OUT010,562.4648077552432
FDS48,OUT017,2372.4433001959796
FDP09,OUT045,3584.199957810089
FDW21,OUT049,1574.2928754452162
FDY25,OUT035,2985.7647308124165
DRE13,OUT017,1451.3633810507883
FDV43,OUT019,195.00647634207976
FDD22,OUT045,1721.1475409563998
FDM46,OUT019,237.33000345928548
NCO30,OUT010,470.8300538503703
FDM25,OUT046,2886.658570788672
NCN41,OUT049,2104.4001143439914
FDU24,OUT045,1544.351974994368
FDZ50,OUT046,3059.349034530024
FDP45,OUT013,3929.452964913397
NCM54,OUT045,2109.1602614175536
FDW10,OUT019,418.7400798092903
FDP20,OUT017,2109.1602614175536
FDK32,OUT046,2372.4433001959796
FDN52,OUT049,1483.3699384943525
FDM58,OUT045,1704.833866177761
FDZ46,OUT027,3039.777250360726
NCA18,OUT018,1961.6714500678613
FDD35,OUT046,2104.4001143439914
NCK31,OUT035,769.090781910885
FDI40,OUT027,3003.195514969206
FDT50,OUT019,240.72169482913844
NCT06,OUT046,2641.5516217390586
FDT31,OUT035,3059.005072159322
FDT45,OUT049,870.0057294759702
FDT13,OUT045,3063.4272668103426
FDO50,OUT045,1516.204508605217
NCU18,OUT010,294.76979099102397
NCR54,OUT049,3061.8580577608955
NCO18,OUT018,2895.1119454691348
FDU09,OUT045,967.3319770011315
FDT13,OUT018,3063.4272668103426
FDE09,OUT046,1721.1475409563998
NCK53,OUT019,242.94484680806684
FDG45,OUT049,3509.195160399777
DRH15,OUT035,725.6545733450679
FDO21,OUT019,563.3921545990461
FDD14,OUT027,5242.622118912701
FDC09,OUT046,1581.9979873444881
FDH45,OUT027,708.3907070300287
FDV32,OUT046,1098.9248201412463
FDG12,OUT035,2003.2876761910165
FDS32,OUT013,2118.4686349953504
NCL55,OUT018,3928.7045058807835
DRE01,OUT035,3898.222493171349
DRE15,OUT049,1351.287615774561
NCL42,OUT045,3951.5225934584537
FDP31,OUT013,1120.9459673215913
FDN33,OUT018,1575.596877139334
FDZ59,OUT046,2647.941816078029
FDE45,OUT010,419.444177109546
FDJ07,OUT013,1986.052517982162
FDQ45,OUT018,3063.4272668103426
FDM33,OUT027,5764.333675226559
FDO15,OUT010,242.65089743630017
FDM46,OUT013,1551.2027382987906
FDR03,OUT045,3431.911578437012
FDY49,OUT018,2754.0303512043465
FDQ60,OUT045,1994.805197146763
FDW10,OUT049,2884.8825553814722
FDO51,OUT049,722.3660866428429
FDJ40,OUT018,1596.0018193540993
FDS20,OUT018,3016.9966118437997
FDU45,OUT013,1784.9279073506593
FDV02,OUT035,2809.4351494787256
FDN09,OUT046,3885.6832909089444
NCM55,OUT027,5264.54201851016
FDN23,OUT018,2352.2720117292133
FDY31,OUT010,348.9954831190217
FDW03,OUT010,256.1688692823313
FDD14,OUT046,3054.9268398790027
FDV23,OUT017,2109.1602614175536
DRI03,OUT045,2891.272749720443
FDN13,OUT035,1575.2786100884048
FDF45,OUT027,1032.9909809267901
FDU46,OUT035,1473.4274312450466
FDB57,OUT049,3743.101389786748
FDV12,OUT049,1573.5530504677345
FDQ58,OUT013,2372.4433001959796
NCA18,OUT017,1951.3191030054359
FDH52,OUT049,1025.5990051449048
FDM24,OUT018,2358.9341875867212
NCP43,OUT027,4840.035081312263
NCO18,OUT019,420.371523953349
FDM32,OUT017,1516.7187080451915
NCL07,OUT017,647.1610886815467
FDK03,OUT013,3921.333755039899
FDP59,OUT017,1583.723546965158
FDQ24,OUT049,3929.358212260829
FDQ16,OUT018,1598.6939438032507
FDU44,OUT013,2574.4272212241503
FDH28,OUT010,192.30033812050445
FDV28,OUT019,191.58209713120962
FDM22,OUT045,894.0603855652771
FDR56,OUT046,3063.5130520584867
FDV39,OUT049,3069.2330534783937
FDU37,OUT019,181.47762631757126
FDQ11,OUT010,562.4648077552432
FDX02,OUT045,3824.3041689867737
NCS42,OUT018,1574.626585340663
FDY57,OUT027,2946.5218989967357
FDB21,OUT049,3824.446668806051
FDE28,OUT017,3837.3512177141442
FDQ55,OUT017,1929.7966134356059
FDA48,OUT049,3694.885514748452
FDZ19,OUT045,2888.626570476621
NCC43,OUT045,3966.299915456946
NCV18,OUT046,1392.7877140045696
NCA42,OUT018,2542.151505527656
FDY45,OUT046,3958.536947298747
NCC30,OUT045,2949.5989146280235
FDM57,OUT013,1467.475253871802
FDL09,OUT010,416.3583465223016
FDB09,OUT027,3039.777250360726
FDT44,OUT035,1994.805197146763
NCT06,OUT027,4722.819600338959
FDX26,OUT049,3054.9268398790027
FDK32,OUT013,2383.8130825336457
DRA12,OUT046,2188.8285849069284
FDO46,OUT010,478.42593716779896
FDE52,OUT013,1492.0666546323398
NCH42,OUT045,3900.6662100144954
FDV08,OUT035,710.8812632399724
FDB47,OUT018,3523.3615180278075
FDC28,OUT010,274.2676849916929
FDD22,OUT046,1938.1134527474196
FDS07,OUT027,3039.777250360726
DRI13,OUT045,3647.7526403505476
FDG32,OUT018,3664.8405002546574
FDU14,OUT017,4017.457376219472
FDD28,OUT019,231.73724873713772
NCP41,OUT017,1594.2003000981672
FDS08,OUT049,2891.272749720443
FDX47,OUT045,2488.5248389878884
FDC53,OUT019,242.94484680806684
FDQ19,OUT035,3970.9223663455023
FDL14,OUT045,2386.689692374568
FDM33,OUT019,563.3921545990461
FDA51,OUT045,1929.7966134356059
FDZ27,OUT018,751.5655913653251
FDT04,OUT046,707.9994313534668
DRC13,OUT049,2109.1602614175536
FDR16,OUT027,5764.333675226559
FDQ03,OUT027,5764.333675226559
FDE38,OUT035,2790.841670520038
DRH23,OUT027,1008.0368939498337
FDT11,OUT019,479.35328401160194
FDD09,OUT035,2962.766193479225
FDR40,OUT045,1391.662309492928
FDX07,OUT017,3054.9268398790027
FDR07,OUT035,1564.432973311874
FDA51,OUT017,1944.0704145301484
FDT59,OUT019,563.3921545990461
FDF20,OUT017,3066.2802524119165
FDR13,OUT045,1948.5581632047597
FDY26,OUT049,3535.0700902976037
FDW04,OUT017,2113.719716444163
FDK52,OUT017,3813.3388740853475
FDN60,OUT049,2486.39316595107
FDM09,OUT019,417.2856933661046
FDP46,OUT049,1481.3278077188056
FDB50,OUT019,180.7378013400898
NCQ29,OUT049,3996.026493053627
FDP16,OUT027,5764.333675226559
FDX33,OUT018,2577.4175140076272
FDP07,OUT010,517.0559524129184
FDN22,OUT046,3869.535812545115
FDF39,OUT049,4064.8267389000025
FDS21,OUT017,1030.1979959620353
NCM42,OUT013,1586.0939860251838
FDK50,OUT019,408.85884345995726
DRF13,OUT027,3721.831670739775
FDH35,OUT018,2618.2165342740886
FDP60,OUT018,1581.8948033328516
DRJ49,OUT027,3047.6474362631534
NCT42,OUT019,349.57842075281883
FDE38,OUT049,2783.0790862635163
FDI04,OUT049,3071.6382176214875
NCH54,OUT045,2498.4175060507278
FDT56,OUT049,970.8613230250215
DRD15,OUT018,3801.0632399889314
FDV58,OUT013,3061.8580577608955
FDP21,OUT049,3065.3952664982917
FDH05,OUT013,3736.415924606783
FDR10,OUT027,4550.733954162078
NCP06,OUT045,2355.992228787217
FDF33,OUT049,1585.1082513819956
DRK37,OUT013,3068.248252099866
DRH49,OUT045,1390.9094150006058
FDT58,OUT013,2772.1740986007576
FDD41,OUT018,1590.3397402096055
FDP40,OUT018,1701.3454035235593
FDM51,OUT027,3003.195514969206
FDO45,OUT010,211.34494503553353
FDW33,OUT010,256.1688692823313
FDY24,OUT045,933.558431002933
FDB10,OUT010,562.4648077552432
FDM40,OUT035,2133.7285114954275
NCI06,OUT017,2983.202532013198
FDW12,OUT019,338.9178431189116
FDX48,OUT027,3830.0009988430666
NCW05,OUT027,3003.195514969206
FDX27,OUT017,1562.1488905174733
DRM37,OUT045,3072.4816941342933
FDA38,OUT045,3970.473239938289
FDR36,OUT046,683.4714516425246
FDZ45,OUT046,3089.1253075954364
FDG05,OUT017,2536.745799391691
FDK28,OUT013,4048.3975676943646
FDV47,OUT045,1446.6854277292712
FDN21,OUT045,2572.931112977281
FDP20,OUT027,3039.777250360726
FDI35,OUT045,2998.0213802590083
DRY23,OUT013,709.5412172272487
FDA56,OUT017,2104.4001143439914
FDB09,OUT013,2104.4001143439914
NCO26,OUT027,3039.777250360726
FDQ49,OUT018,2437.8261755787685
FDI52,OUT027,3039.777250360726
FDZ44,OUT027,3039.777250360726
FDZ09,OUT018,2641.5516217390586
FDY03,OUT049,1927.0911202650784
NCG42,OUT017,2113.719716444163
DRI13,OUT027,5764.333675226559
FDQ32,OUT013,2109.1602614175536
FDW16,OUT035,1516.204508605217
FDU27,OUT046,768.9673921176203
FDR28,OUT010,408.46328122605547
FDQ49,OUT010,395.61887926380035
FDS37,OUT046,1956.9667614225646
FDW26,OUT018,3643.1450810836222
FDX12,OUT018,3851.8443249404722
NCP06,OUT013,2372.4433001959796
FDW45,OUT010,348.9954831190217
NCN30,OUT049,1559.5187780865228
FDN24,OUT049,877.0667475803056
NCL41,OUT027,652.2195080780996
FDR02,OUT019,272.5999968250983
FDD09,OUT010,435.20166747533915
FDS33,OUT010,217.79870547340087
FDU22,OUT045,2092.679861883542
FDI53,OUT013,2603.8219316846544
DRH01,OUT049,2884.8825553814722
FDX32,OUT013,2194.075370997436
NCP30,OUT018,669.3428356565441
FDB60,OUT045,3066.2802524119165
FDB14,OUT049,1540.4814610386911
NCP02,OUT035,957.8163460324276
FDJ10,OUT017,2121.0850228190825
FDG34,OUT046,1700.0318514083642
NCB18,OUT017,1481.2947401589624
FDM16,OUT049,1134.2240391987832
FDW25,OUT018,1455.335411575663
FDB35,OUT010,235.7553362510799
DRN11,OUT013,2215.1262369133665
FDF41,OUT019,563.3921545990461
FDH16,OUT045,1490.1897386148592
NCQ50,OUT018,3518.9371918350103
DRH23,OUT018,991.8424101740861
DRJ37,OUT013,2375.7544982465292
DRJ24,OUT027,5264.54201851016
FDY16,OUT035,3054.9268398790027
FDQ27,OUT045,1583.723546965158
FDZ33,OUT045,2355.992228787217
FDF29,OUT045,2115.9870744341783
FDA08,OUT049,2617.0703122523487
FDG31,OUT046,1083.4576907923258
FDE34,OUT019,462.3292238627541
NCR30,OUT027,1217.7009844711038
FDV33,OUT035,4140.877936838278
DRZ24,OUT018,2103.0327534289763
NCL54,OUT035,2886.658570788672
FDR12,OUT049,2886.658570788672
NCC54,OUT046,3803.420055438582
DRN59,OUT013,766.6200069923514
FDX50,OUT019,272.5999968250983
FDV31,OUT027,4768.293718500627
NCA29,OUT027,4744.5339552399555
FDW60,OUT049,2893.1292930995073
FDX08,OUT017,3024.081469197749
DRD49,OUT013,3749.472910112196
FDD33,OUT046,3756.381777760209
FDW35,OUT013,710.8812632399724
FDJ36,OUT017,1583.723546965158
FDV51,OUT035,2727.829036010473
FDW36,OUT046,1585.1082513819956
FDH35,OUT046,2641.5516217390586
NCS30,OUT027,3055.332615004091
FDN49,OUT017,647.1781851536983
FDL08,OUT018,3867.8795856703778
FDI09,OUT013,3773.7095784993658
FDP19,OUT018,2115.0332685593585
FDU21,OUT010,191.58209713120962
NCP41,OUT045,1586.0939860251838
FDY10,OUT013,1812.1852646509099
FDP12,OUT018,636.0250243023518
NCN26,OUT049,1956.9667614225646
FDK44,OUT013,2882.2363761376514
FDC28,OUT049,1591.5057796855494
FDJ41,OUT027,5764.333675226559
NCT29,OUT035,2104.4001143439914
NCH42,OUT019,563.3921545990461
FDU60,OUT018,2765.370825875125
FDS02,OUT045,3066.2802524119165
FDC51,OUT046,2104.4001143439914
FDU03,OUT013,3050.071802207059
FDX39,OUT045,3587.2678825373273
NCY05,OUT010,192.42586327293589
NCL06,OUT027,5764.333675226559
FDD32,OUT035,1358.903209750996
NCN41,OUT045,2104.4001143439914
NCX53,OUT049,2130.6737889911615
FDU57,OUT019,349.57842075281883
FDQ23,OUT046,1582.7378123219698
FDQ52,OUT045,3950.5830519970186
FDC14,OUT045,698.0265157903272
FDY09,OUT035,2888.3940930581284
FDQ28,OUT045,2417.5780640096673
FDV25,OUT046,3745.9475650284567
FDJ07,OUT035,1956.9667614225646
DRB25,OUT049,1581.9979873444881
FDK52,OUT019,563.3921545990461
FDY52,OUT027,1143.3583795084999
FDB28,OUT046,3071.2010531663436
FDT36,OUT035,641.7322734146694
FDV25,OUT017,3834.168478025387
NCN07,OUT027,3055.332615004091
FDC57,OUT017,3061.8580577608955
FDQ03,OUT018,3746.2150704971095
FDU23,OUT017,2769.7930205261464
NCX41,OUT035,3584.649084217302
NCD06,OUT035,768.9673921176203
FDW08,OUT045,1586.0939860251838
NCU29,OUT017,2354.650872057505
NCE06,OUT013,2577.4175140076272
FDV52,OUT010,279.97550146830184
FDB02,OUT017,2891.1612934115587
NCR18,OUT045,710.8812632399724
FDK16,OUT049,1560.2586030640045
NCQ29,OUT010,562.4648077552432
FDZ01,OUT019,250.2066834507078
FDW27,OUT035,2479.8625047980995
FDD17,OUT018,3836.5014411232214
FDW39,OUT013,2893.1292930995073
DRH59,OUT045,1128.7791347524603
FDS52,OUT013,1583.723546965158
FDU40,OUT027,5758.911293632695
NCF54,OUT013,2882.2363761376514
FDH46,OUT045,1583.723546965158
NCP14,OUT049,1582.7378123219698
FDH50,OUT049,3063.4272668103426
DRF15,OUT010,356.67949308980945
FDV27,OUT027,2386.639226627097
NCJ06,OUT049,2101.7192013137815
FDN02,OUT018,3382.8651824103954
FDQ51,OUT049,766.6200069923514
FDQ07,OUT017,3768.5038050081016
FDS45,OUT049,1582.7378123219698
NCJ06,OUT045,2104.4001143439914
FDD36,OUT035,1960.357897952666
FDY25,OUT045,3045.8399758528244
FDU52,OUT046,2386.689692374568
DRK47,OUT017,3893.902940284353
NCL30,OUT017,2109.1602614175536
FDN22,OUT035,3949.1062567803087
NCF30,OUT027,3039.777250360726
FDK03,OUT035,4031.1984848589123
FDT45,OUT017,947.2519028044164
NCC54,OUT027,5764.333675226559
