Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ22,OUT018,610.1427189189191
FDR60,OUT049,1205.1778959999995
FDC50,OUT019,209.2850465517241
FDV24,OUT013,2302.9509846153833
DRF48,OUT010,463.4712372670806
FDQ47,OUT046,553.5032853146854
DRN36,OUT049,1683.1073578947369
NCY06,OUT035,2010.7159999999997
FDE52,OUT035,1349.0734381679385
NCB54,OUT045,2151.1210071005917
NCF31,OUT035,2344.3133378947364
FDJ08,OUT027,5532.132199999999
NCC07,OUT017,1600.3117087378644
NCD19,OUT027,1351.6832328125001
FDL46,OUT049,1769.0689194244603
FDM20,OUT045,4098.274361728395
NCI06,OUT010,463.4712372670806
DRM11,OUT035,4358.518779141106
NCH07,OUT018,2302.9509846153833
FDS23,OUT013,2151.1210071005917
FDO49,OUT018,610.1427189189191
FDS35,OUT049,1065.0069741007187
DRK39,OUT045,1446.962653846154
DRI39,OUT049,865.6539657657659
FDV04,OUT017,2568.902034951457
NCN14,OUT035,3093.1975405128205
FDH08,OUT013,4098.274361728395
FDS20,OUT046,3381.8624870229
FDV40,OUT049,1065.0069741007187
FDZ48,OUT010,289.59803250000004
FDS24,OUT027,2565.2441749999994
FDK44,OUT049,2653.2711766990296
FDS48,OUT045,2344.3133378947364
FDK26,OUT010,463.4712372670806
FDD23,OUT045,3381.8624870229
NCH54,OUT017,2882.574442
NCP14,OUT010,209.2850465517241
FDM60,OUT010,126.60097027027024
FDV24,OUT017,2344.3133378947364
FDH08,OUT018,3370.356423076923
FDS12,OUT027,3161.536304504507
FDR39,OUT027,4335.383796511628
FDP12,OUT027,1351.6832328125001
DRF60,OUT027,6186.3339639999995
FDC09,OUT035,1600.3117087378644
FDF50,OUT018,2931.9708637837834
FDG28,OUT035,4098.274361728395
NCE19,OUT017,865.6539657657659
NCM53,OUT010,289.59803250000004
NCN18,OUT049,1896.4015254237288
FDF32,OUT035,2931.9708637837834
FDF11,OUT013,4098.274361728395
DRI59,OUT049,3743.5714666666654
NCG54,OUT035,3131.349994701988
FDM44,OUT046,1600.3117087378644
FDT57,OUT018,3370.356423076923
FDV24,OUT046,2344.3133378947364
FDI50,OUT019,589.9033917241383
FDS09,OUT035,779.7048283185837
NCC31,OUT027,4335.383796511628
FDQ07,OUT019,589.9033917241383
FDC22,OUT017,3381.8624870229
FDZ56,OUT046,2655.2038079207928
FDZ40,OUT019,126.60097027027024
FDS46,OUT027,3161.536304504507
DRD24,OUT045,1866.4970620000001
FDV45,OUT017,3093.1975405128205
FDL26,OUT045,2344.3133378947364
FDA56,OUT018,2228.4698186335395
FDN27,OUT046,1769.0689194244603
FDM20,OUT049,4098.274361728395
FDO16,OUT017,1446.962653846154
FDL03,OUT035,2931.9708637837834
FDE58,OUT046,1769.0689194244603
FDI02,OUT027,3161.536304504507
NCC55,OUT019,126.60097027027024
FDR03,OUT018,3370.356423076923
FDB14,OUT017,1683.1073578947369
FDR45,OUT013,4098.274361728395
NCN07,OUT017,1866.4970620000001
FDM51,OUT019,209.2850465517241
FDT52,OUT027,6186.3339639999995
FDL26,OUT046,2344.3133378947364
NCZ42,OUT046,4098.274361728395
DRI47,OUT019,366.86531142857154
FDW40,OUT013,2010.7159999999997
FDN34,OUT046,2913.9758772277237
FDS01,OUT035,3131.349994701988
NCG55,OUT045,1769.0689194244603
FDC11,OUT035,1349.0734381679385
FDX35,OUT018,3370.356423076923
NCB06,OUT046,2882.574442
FDR09,OUT019,589.9033917241383
FDC53,OUT017,1442.2859862745097
FDY45,OUT013,4358.518779141106
FDA22,OUT010,366.86531142857154
FDE02,OUT035,1464.8134583941596
FDW21,OUT045,1442.2859862745097
FDV34,OUT046,1065.0069741007187
FDS59,OUT049,1765.9924834951457
NCW17,OUT017,2228.4698186335395
NCK54,OUT046,2228.4698186335395
FDG17,OUT019,589.9033917241383
FDG35,OUT017,3131.349994701988
FDD08,OUT010,126.60097027027024
NCO07,OUT017,3743.5714666666654
FDJ10,OUT010,289.59803250000004
FDW36,OUT017,1765.9924834951457
FDW21,OUT010,209.2850465517241
FDY19,OUT017,1769.0689194244603
DRE03,OUT013,610.1427189189191
NCC55,OUT049,779.7048283185837
FDH52,OUT010,126.60097027027024
FDO09,OUT017,3974.892580000001
FDU43,OUT045,4098.274361728395
FDX09,OUT010,463.4712372670806
FDH40,OUT019,209.2850465517241
FDW58,OUT017,1600.3117087378644
FDC47,OUT017,3699.7451816666667
NCR41,OUT035,1442.2859862745097
DRG49,OUT035,3370.6351242718442
FDC52,OUT027,4335.383796511628
FDY13,OUT046,1065.0069741007187
FDY35,OUT013,610.1427189189191
FDI35,OUT017,3131.349994701988
NCU18,OUT049,2010.7159999999997
FDY33,OUT018,2302.9509846153833
FDC15,OUT027,4335.383796511628
FDU01,OUT049,3093.1975405128205
NCU42,OUT046,2655.2038079207928
NCV29,OUT018,2655.2038079207928
NCY30,OUT017,3093.1975405128205
FDQ46,OUT049,1896.4015254237288
FDG58,OUT027,4335.383796511628
FDK33,OUT017,3743.5714666666654
NCD07,OUT045,1769.0689194244603
NCX29,OUT027,4335.383796511628
NCT42,OUT013,2302.9509846153833
DRN59,OUT035,704.3720133333337
FDI44,OUT035,1205.1778959999995
FDA45,OUT049,2653.2711766990296
FDP31,OUT045,1065.0069741007187
FDY01,OUT046,1896.4015254237288
FDT09,OUT018,2228.4698186335395
DRH03,OUT027,2565.2441749999994
FDA36,OUT018,3381.8624870229
NCF31,OUT017,2344.3133378947364
FDG14,OUT049,2344.3133378947364
FDG28,OUT027,6186.3339639999995
FDU14,OUT049,4358.518779141106
FDY47,OUT019,289.59803250000004
FDI56,OUT049,1446.962653846154
DRD01,OUT013,778.1949504950494
FDM22,OUT046,865.6539657657659
FDH33,OUT013,610.1427189189191
DRZ24,OUT013,1896.4015254237288
NCQ38,OUT046,1600.3117087378644
FDO16,OUT027,2565.2441749999994
FDU07,OUT027,4335.383796511628
NCB07,OUT013,2931.9708637837834
FDU48,OUT045,2010.7159999999997
NCM43,OUT045,2882.574442
FDR31,OUT010,366.86531142857154
DRK49,OUT018,610.1427189189191
NCI30,OUT010,589.9033917241383
DRD60,OUT017,3131.349994701988
NCG19,OUT046,3699.7451816666667
FDH12,OUT035,1765.9924834951457
FDM32,OUT035,1442.2859862745097
FDM27,OUT035,2344.3133378947364
NCU53,OUT027,4335.383796511628
NCQ18,OUT046,1464.8134583941596
FDS10,OUT013,2655.2038079207928
FDB33,OUT027,4335.383796511628
FDI12,OUT013,1349.0734381679385
NCW42,OUT013,3370.6351242718442
NCC06,OUT018,2228.4698186335395
FDW02,OUT017,1866.4970620000001
NCD43,OUT017,1600.3117087378644
FDM57,OUT018,1205.1778959999995
FDA58,OUT017,3699.7451816666667
FDK56,OUT046,3381.8624870229
FDP52,OUT045,3370.6351242718442
FDW20,OUT018,2228.4698186335395
FDS52,OUT049,1442.2859862745097
NCT29,OUT018,2010.7159999999997
NCL54,OUT013,2913.9758772277237
FDC05,OUT045,2931.9708637837834
FDF34,OUT035,2931.9708637837834
FDP03,OUT027,3161.536304504507
FDD32,OUT010,209.2850465517241
FDZ10,OUT045,2010.7159999999997
FDZ40,OUT035,865.6539657657659
FDD51,OUT018,610.1427189189191
NCY30,OUT019,463.4712372670806
FDP58,OUT017,3699.7451816666667
FDV49,OUT017,4358.518779141106
FDY24,OUT019,126.60097027027024
NCO55,OUT017,1765.9924834951457
FDR13,OUT017,1769.0689194244603
FDS51,OUT017,1065.0069741007187
FDP26,OUT045,1464.8134583941596
NCB54,OUT027,3161.536304504507
FDF32,OUT017,2931.9708637837834
FDN31,OUT018,3093.1975405128205
DRM48,OUT017,553.5032853146854
FDN20,OUT049,2655.2038079207928
DRL01,OUT046,3370.6351242718442
FDV56,OUT049,1600.3117087378644
DRH13,OUT027,2565.2441749999994
FDA03,OUT017,2605.7486132231415
FDF47,OUT027,6186.3339639999995
FDX32,OUT046,2605.7486132231415
FDX57,OUT049,1683.1073578947369
NCA30,OUT045,3093.1975405128205
FDO49,OUT013,610.1427189189191
FDL04,OUT019,209.2850465517241
DRM48,OUT035,553.5032853146854
FDR16,OUT013,3699.7451816666667
NCC19,OUT018,3381.8624870229
NCE42,OUT045,4098.274361728395
FDY24,OUT017,865.6539657657659
FDH19,OUT049,2655.2038079207928
FDJ46,OUT013,2913.9758772277237
FDN45,OUT010,589.9033917241383
FDY08,OUT035,2151.1210071005917
FDZ37,OUT035,1446.962653846154
NCT30,OUT045,779.7048283185837
DRY23,OUT018,610.1427189189191
NCZ30,OUT018,2228.4698186335395
FDC44,OUT018,1896.4015254237288
FDB45,OUT035,1600.3117087378644
FDY04,OUT013,2302.9509846153833
FDM27,OUT046,2882.574442
FDZ43,OUT017,4098.274361728395
FDT39,OUT019,366.86531142857154
NCC06,OUT019,289.59803250000004
FDL15,OUT027,4335.383796511628
FDL57,OUT017,4358.518779141106
FDU08,OUT046,1442.2859862745097
FDK40,OUT017,4358.518779141106
FDQ12,OUT010,589.9033917241383
FDS48,OUT017,2344.3133378947364
FDP09,OUT045,3743.5714666666654
FDW21,OUT049,1442.2859862745097
FDY25,OUT035,3131.349994701988
DRE13,OUT017,1446.962653846154
FDV43,OUT019,126.60097027027024
FDD22,OUT045,1896.4015254237288
FDM46,OUT019,209.2850465517241
NCO30,OUT010,463.4712372670806
FDM25,OUT046,2913.9758772277237
NCN41,OUT049,2010.7159999999997
FDU24,OUT045,1464.8134583941596
FDZ50,OUT046,3093.1975405128205
FDP45,OUT013,4358.518779141106
NCM54,OUT045,2010.7159999999997
FDW10,OUT019,463.4712372670806
FDP20,OUT017,1866.4970620000001
FDK32,OUT046,2344.3133378947364
FDN52,OUT049,1349.0734381679385
FDM58,OUT045,1896.4015254237288
FDZ46,OUT027,3161.536304504507
NCA18,OUT018,1769.0689194244603
FDD35,OUT046,2228.4698186335395
NCK31,OUT035,704.3720133333337
FDI40,OUT027,2565.2441749999994
FDT50,OUT019,209.2850465517241
NCT06,OUT046,2882.574442
FDT31,OUT035,3093.1975405128205
FDT45,OUT049,865.6539657657659
FDT13,OUT045,3093.1975405128205
FDO50,OUT045,1349.0734381679385
NCU18,OUT010,289.59803250000004
NCR54,OUT049,2931.9708637837834
NCO18,OUT018,2655.2038079207928
FDU09,OUT045,865.6539657657659
FDT13,OUT018,3093.1975405128205
FDE09,OUT046,2228.4698186335395
NCK53,OUT019,209.2850465517241
FDG45,OUT049,3699.7451816666667
DRH15,OUT035,779.7048283185837
FDO21,OUT019,589.9033917241383
FDD14,OUT027,5532.132199999999
FDC09,OUT046,1600.3117087378644
FDH45,OUT027,1351.6832328125001
FDV32,OUT046,1065.0069741007187
FDG12,OUT035,2228.4698186335395
FDS32,OUT013,1866.4970620000001
NCL55,OUT018,3370.356423076923
DRE01,OUT035,3699.7451816666667
DRE15,OUT049,1205.1778959999995
NCL42,OUT045,4098.274361728395
FDP31,OUT013,778.1949504950494
FDN33,OUT018,1464.8134583941596
FDZ59,OUT046,2568.902034951457
FDE45,OUT010,463.4712372670806
FDJ07,OUT013,2228.4698186335395
FDQ45,OUT018,3381.8624870229
FDM33,OUT027,6186.3339639999995
FDO15,OUT010,126.60097027027024
FDM46,OUT013,1464.8134583941596
FDR03,OUT045,3743.5714666666654
FDY49,OUT018,2655.2038079207928
FDQ60,OUT045,1896.4015254237288
FDW10,OUT049,2913.9758772277237
FDO51,OUT049,704.3720133333337
FDJ40,OUT018,1765.9924834951457
FDS20,OUT018,2913.9758772277237
FDU45,OUT013,1769.0689194244603
FDV02,OUT035,3131.349994701988
FDN09,OUT046,4098.274361728395
NCM55,OUT027,5532.132199999999
FDN23,OUT018,2302.9509846153833
FDY31,OUT010,366.86531142857154
FDW03,OUT010,209.2850465517241
FDD14,OUT046,3093.1975405128205
FDV23,OUT017,2151.1210071005917
DRI03,OUT045,3131.349994701988
FDN13,OUT035,1464.8134583941596
FDF45,OUT027,1351.6832328125001
FDU46,OUT035,1349.0734381679385
FDB57,OUT049,3743.5714666666654
FDV12,OUT049,1683.1073578947369
FDQ58,OUT013,2302.9509846153833
NCA18,OUT017,1769.0689194244603
FDH52,OUT049,1065.0069741007187
FDM24,OUT018,2302.9509846153833
NCP43,OUT027,4335.383796511628
NCO18,OUT019,463.4712372670806
FDM32,OUT017,1349.0734381679385
NCL07,OUT017,553.5032853146854
FDK03,OUT013,4358.518779141106
FDP59,OUT017,1765.9924834951457
FDQ24,OUT049,3974.892580000001
FDQ16,OUT018,1765.9924834951457
FDU44,OUT013,2302.9509846153833
FDH28,OUT010,126.60097027027024
FDV28,OUT019,126.60097027027024
FDM22,OUT045,865.6539657657659
FDR56,OUT046,2931.9708637837834
FDV39,OUT049,2931.9708637837834
FDU37,OUT019,209.2850465517241
FDQ11,OUT010,589.9033917241383
FDX02,OUT045,3743.5714666666654
NCS42,OUT018,1683.1073578947369
FDY57,OUT027,2565.2441749999994
FDB21,OUT049,3699.7451816666667
FDE28,OUT017,3699.7451816666667
FDQ55,OUT017,2228.4698186335395
FDA48,OUT049,3699.7451816666667
FDZ19,OUT045,3131.349994701988
NCC43,OUT045,3974.892580000001
NCV18,OUT046,1446.962653846154
NCA42,OUT018,2302.9509846153833
FDY45,OUT046,4358.518779141106
NCC30,OUT045,3131.349994701988
FDM57,OUT013,1349.0734381679385
FDL09,OUT010,366.86531142857154
FDB09,OUT027,3161.536304504507
FDT44,OUT035,1896.4015254237288
NCT06,OUT027,4335.383796511628
FDX26,OUT049,3093.1975405128205
FDK32,OUT013,2302.9509846153833
DRA12,OUT046,1866.4970620000001
FDO46,OUT010,463.4712372670806
FDE52,OUT013,1349.0734381679385
NCH42,OUT045,4098.274361728395
FDV08,OUT035,704.3720133333337
FDB47,OUT018,3370.356423076923
FDC28,OUT010,289.59803250000004
FDD22,OUT046,1896.4015254237288
FDS07,OUT027,3161.536304504507
DRI13,OUT045,3743.5714666666654
FDG32,OUT018,3370.356423076923
FDU14,OUT017,4358.518779141106
FDD28,OUT019,126.60097027027024
NCP41,OUT017,1600.3117087378644
FDS08,OUT049,2913.9758772277237
FDX47,OUT045,2568.902034951457
FDC53,OUT019,209.2850465517241
FDQ19,OUT035,4098.274361728395
FDL14,OUT045,2344.3133378947364
FDM33,OUT019,589.9033917241383
FDA51,OUT045,1896.4015254237288
FDZ27,OUT018,610.1427189189191
FDT04,OUT046,779.7048283185837
DRC13,OUT049,1866.4970620000001
FDR16,OUT027,5532.132199999999
FDQ03,OUT027,6186.3339639999995
FDE38,OUT035,3131.349994701988
DRH23,OUT027,1351.6832328125001
FDT11,OUT019,463.4712372670806
FDD09,OUT035,3131.349994701988
FDR40,OUT045,1446.962653846154
FDX07,OUT017,3093.1975405128205
FDR07,OUT035,1683.1073578947369
FDA51,OUT017,1896.4015254237288
FDT59,OUT019,589.9033917241383
FDF20,OUT017,2931.9708637837834
FDR13,OUT045,1769.0689194244603
FDY26,OUT049,3743.5714666666654
FDW04,OUT017,2151.1210071005917
FDK52,OUT017,3370.6351242718442
FDN60,OUT049,2882.574442
FDM09,OUT019,463.4712372670806
FDP46,OUT049,1349.0734381679385
FDB50,OUT019,209.2850465517241
NCQ29,OUT049,3974.892580000001
FDP16,OUT027,6186.3339639999995
FDX33,OUT018,2302.9509846153833
FDP07,OUT010,463.4712372670806
FDN22,OUT046,3974.892580000001
FDF39,OUT049,4358.518779141106
FDS21,OUT017,1065.0069741007187
NCM42,OUT013,1600.3117087378644
FDK50,OUT019,366.86531142857154
DRF13,OUT027,4335.383796511628
FDH35,OUT018,2302.9509846153833
FDP60,OUT018,1683.1073578947369
DRJ49,OUT027,3161.536304504507
NCT42,OUT019,366.86531142857154
FDE38,OUT049,2913.9758772277237
FDI04,OUT049,2931.9708637837834
NCH54,OUT045,2882.574442
FDT56,OUT049,1065.0069741007187
DRD15,OUT018,3370.356423076923
FDV58,OUT013,2931.9708637837834
FDP21,OUT049,3381.8624870229
FDH05,OUT013,3370.6351242718442
FDR10,OUT027,4335.383796511628
NCP06,OUT045,2344.3133378947364
FDF33,OUT049,1600.3117087378644
DRK37,OUT013,3381.8624870229
DRH49,OUT045,1205.1778959999995
FDT58,OUT013,2913.9758772277237
FDD41,OUT018,1765.9924834951457
FDP40,OUT018,1769.0689194244603
FDM51,OUT027,2565.2441749999994
FDO45,OUT010,209.2850465517241
FDW33,OUT010,209.2850465517241
FDY24,OUT045,865.6539657657659
FDB10,OUT010,589.9033917241383
FDM40,OUT035,2151.1210071005917
NCI06,OUT017,3131.349994701988
FDW12,OUT019,366.86531142857154
FDX48,OUT027,4335.383796511628
NCW05,OUT027,2565.2441749999994
FDX27,OUT017,1464.8134583941596
DRM37,OUT045,2931.9708637837834
FDA38,OUT045,4098.274361728395
FDR36,OUT046,779.7048283185837
FDZ45,OUT046,2931.9708637837834
FDG05,OUT017,2568.902034951457
FDK28,OUT013,4358.518779141106
FDV47,OUT045,1349.0734381679385
FDN21,OUT045,2882.574442
FDP20,OUT027,3161.536304504507
FDI35,OUT045,3131.349994701988
DRY23,OUT013,610.1427189189191
FDA56,OUT017,2228.4698186335395
FDB09,OUT013,2010.7159999999997
NCO26,OUT027,3161.536304504507
FDQ49,OUT018,2302.9509846153833
FDI52,OUT027,3161.536304504507
FDZ44,OUT027,3161.536304504507
FDZ09,OUT018,2302.9509846153833
FDY03,OUT049,1896.4015254237288
NCG42,OUT017,1866.4970620000001
DRI13,OUT027,5532.132199999999
FDQ32,OUT013,2010.7159999999997
FDW16,OUT035,1349.0734381679385
FDU27,OUT046,779.7048283185837
FDR28,OUT010,366.86531142857154
FDQ49,OUT010,366.86531142857154
FDS37,OUT046,1769.0689194244603
FDW26,OUT018,3370.356423076923
FDX12,OUT018,3370.356423076923
NCP06,OUT013,2302.9509846153833
FDW45,OUT010,366.86531142857154
NCN30,OUT049,1442.2859862745097
FDN24,OUT049,865.6539657657659
NCL41,OUT027,1351.6832328125001
FDR02,OUT019,289.59803250000004
FDD09,OUT010,463.4712372670806
FDS33,OUT010,209.2850465517241
FDU22,OUT045,2151.1210071005917
FDI53,OUT013,2302.9509846153833
DRH01,OUT049,2913.9758772277237
FDX32,OUT013,2010.7159999999997
NCP30,OUT018,610.1427189189191
FDB60,OUT045,2931.9708637837834
FDB14,OUT049,1683.1073578947369
NCP02,OUT035,865.6539657657659
FDJ10,OUT017,2151.1210071005917
FDG34,OUT046,1769.0689194244603
NCB18,OUT017,1349.0734381679385
FDM16,OUT049,1065.0069741007187
FDW25,OUT018,1446.962653846154
FDB35,OUT010,209.2850465517241
DRN11,OUT013,2151.1210071005917
FDF41,OUT019,589.9033917241383
FDH16,OUT045,1349.0734381679385
NCQ50,OUT018,3370.356423076923
DRH23,OUT018,778.1949504950494
DRJ37,OUT013,2302.9509846153833
DRJ24,OUT027,5532.132199999999
FDY16,OUT035,3093.1975405128205
FDQ27,OUT045,1765.9924834951457
FDZ33,OUT045,2344.3133378947364
FDF29,OUT045,2228.4698186335395
FDA08,OUT049,2568.902034951457
FDG31,OUT046,1065.0069741007187
FDE34,OUT019,463.4712372670806
NCR30,OUT027,1351.6832328125001
FDV33,OUT035,4358.518779141106
DRZ24,OUT018,2151.1210071005917
NCL54,OUT035,3131.349994701988
FDR12,OUT049,2655.2038079207928
NCC54,OUT046,3699.7451816666667
DRN59,OUT013,610.1427189189191
FDX50,OUT019,289.59803250000004
FDV31,OUT027,4335.383796511628
NCA29,OUT027,4335.383796511628
FDW60,OUT049,2655.2038079207928
FDX08,OUT017,3131.349994701988
DRD49,OUT013,3699.7451816666667
FDD33,OUT046,3699.7451816666667
FDW35,OUT013,610.1427189189191
FDJ36,OUT017,1464.8134583941596
FDV51,OUT035,2882.574442
FDW36,OUT046,1765.9924834951457
FDH35,OUT046,2882.574442
NCS30,OUT027,3161.536304504507
FDN49,OUT017,779.7048283185837
FDL08,OUT018,3370.356423076923
FDI09,OUT013,3699.7451816666667
FDP19,OUT018,2151.1210071005917
FDU21,OUT010,126.60097027027024
NCP41,OUT045,1600.3117087378644
FDY10,OUT013,1769.0689194244603
FDP12,OUT018,553.5032853146854
NCN26,OUT049,1769.0689194244603
FDK44,OUT013,2653.2711766990296
FDC28,OUT049,1765.9924834951457
FDJ41,OUT027,6186.3339639999995
NCT29,OUT035,2010.7159999999997
NCH42,OUT019,589.9033917241383
FDU60,OUT018,2913.9758772277237
FDS02,OUT045,3381.8624870229
FDC51,OUT046,2228.4698186335395
FDU03,OUT013,3093.1975405128205
FDX39,OUT045,3743.5714666666654
NCY05,OUT010,126.60097027027024
NCL06,OUT027,6186.3339639999995
FDD32,OUT035,1205.1778959999995
NCN41,OUT045,2010.7159999999997
NCX53,OUT049,2228.4698186335395
FDU57,OUT019,366.86531142857154
FDQ23,OUT046,1600.3117087378644
FDQ52,OUT045,3974.892580000001
FDC14,OUT045,704.3720133333337
FDY09,OUT035,3131.349994701988
FDQ28,OUT045,2344.3133378947364
FDV25,OUT046,3743.5714666666654
FDJ07,OUT035,2228.4698186335395
DRB25,OUT049,1765.9924834951457
FDK52,OUT019,589.9033917241383
FDY52,OUT027,1351.6832328125001
FDB28,OUT046,2931.9708637837834
FDT36,OUT035,553.5032853146854
FDV25,OUT017,3743.5714666666654
NCN07,OUT027,3161.536304504507
FDC57,OUT017,3093.1975405128205
FDQ03,OUT018,3370.356423076923
FDU23,OUT017,3131.349994701988
NCX41,OUT035,3743.5714666666654
NCD06,OUT035,779.7048283185837
FDW08,OUT045,1464.8134583941596
NCU29,OUT017,2605.7486132231415
NCE06,OUT013,2302.9509846153833
FDV52,OUT010,289.59803250000004
FDB02,OUT017,3131.349994701988
NCR18,OUT045,704.3720133333337
FDK16,OUT049,1464.8134583941596
NCQ29,OUT010,589.9033917241383
FDZ01,OUT019,209.2850465517241
FDW27,OUT035,2568.902034951457
FDD17,OUT018,3370.356423076923
FDW39,OUT013,2655.2038079207928
DRH59,OUT045,1065.0069741007187
FDS52,OUT013,1600.3117087378644
FDU40,OUT027,5532.132199999999
NCF54,OUT013,2913.9758772277237
FDH46,OUT045,1765.9924834951457
NCP14,OUT049,1765.9924834951457
FDH50,OUT049,3093.1975405128205
DRF15,OUT010,366.86531142857154
FDV27,OUT027,2565.2441749999994
NCJ06,OUT049,1866.4970620000001
FDN02,OUT018,3370.356423076923
FDQ51,OUT049,704.3720133333337
FDQ07,OUT017,3370.6351242718442
FDS45,OUT049,1600.3117087378644
NCJ06,OUT045,1866.4970620000001
FDD36,OUT035,2228.4698186335395
FDY25,OUT045,3093.1975405128205
FDU52,OUT046,2344.3133378947364
DRK47,OUT017,3370.6351242718442
NCL30,OUT017,2010.7159999999997
FDN22,OUT035,3974.892580000001
NCF30,OUT027,3161.536304504507
FDK03,OUT035,4358.518779141106
